operator,name,totalStake,reward
dymvaloper1qm9jk0wekq2tnrzcmxmkx7w7plfj9a4a244p8t,💎🤲,36369869.75243683,22110.344369681723970882
dymvaloper1nd3qxp7xec90n9exr4ua3v26r940pl9n80mvfd,Big Brain Staking,35981040.979344375,9746.830516870975217640
dymvaloper147x6wpqs9gm7zdhm5kv86sz69040764nrywad6,Fault Tolerance,33506385.824402094,13480.294136428907501185
dymvaloper18kzrg5azahrspkyr9jym3gcqkmkl8shapjwy06,Decentrio,32652715.676911656,8862.000000000000008672
dymvaloper1zetpjpuf9sd8mjtmajrrnjl5hnfagqv07ctzn6,Maxtake,32211054.299337238,465222.000000000000021346
dymvaloper1kugynr06tvqxlgqqv4cx6umdn087mc0qdqwznt,Sanchezz,31850000,2439.192938577946708003
dymvaloper1t4fq50edupaeqfdx3lqu23panqmuf0mmq768zs,Twinstake,30211450.726313327,5389.374934135933215866
dymvaloper1ndvrerl6q8ttg2932ps4jqj56akjrc3zd7f7qp,Hex Technologies,25484696.680919033,7827.592441569900991942
dymvaloper1rd4099mt9e2kq0nces9maljqyva97wpuu6ppkr,Astral Nodes,25467335.450354848,11932.929527474954661446
dymvaloper1m6qqexve6afkr8v25895ccjegc0k2zeladeyhh,Encode Club,24757978.985010717,8448.000000000000001413
dymvaloper1eq8un3tcrhd85s39jlc734epqc2euzvzewuzg3,BwareLabs,20342305.028027616,11070.828762595327418849
dymvaloper17uy3qg4upadxzd5q6ztcmcncm3n7hdtm8yrgrc,Blockscope.net,19035650.025986075,3824.594261588112989726
dymvaloper1fz6gwt0hug8hj5j74sf3vtj2vnjuzunk59ac6w,Cumulo,16982905.157272246,2190.313691361930279092
dymvaloper1ls3yrfn5te2gcc3mxcj5xpg07cfh6r3qn076vu,Cosmostaking,15033435.351443311,3918.386633552407497357
dymvaloper1tdwdzhyxqd9mdnywfh6sc3dl3926rvnuqq98fh,alphab.ai,12631160.04286971,3860.916898104577973661
dymvaloper1vr9j6wn93malnqp8kz5d8660sjpjktdsdmh5ug,Cosmostation,11853599.656815883,7694.000000000000001577
dymvaloper1ufh97qcc4ksupz07gzqdha72j3fwc5l27zhlv0,LuckyResearch.org,11346330.738076191,3845.212963869798530878
dymvaloper1taava3hdv33ps7es7yvwjx7x08lzz3s2mqfp6v,𝐥𝐞𝐬𝐧𝐢𝐤 | 𝐔𝐓𝐒𝐀,10764205.788571144,3960.403684369763660854
dymvaloper1rnxezglxwhppgdh7n8yk5tcuenqqenvrxyhyue,Validatrium.com,10440783.685234291,4767.118868910917385389
dymvaloper1f33a6vpcfdrg0cukwn89sd2mjkztaf7et0tnu0,Wetez,10435253.145579344,3793.588902704668266072
dymvaloper16vz54egcjh7du0wq04yssk6gzlefu6yw230gg6,MZONDER,10138237.415676925,1353.261328595098686074
dymvaloper10yu9ul3v8gqntv9h3z3nl09qs8dcguesfvar8a,Silk Nodes,10054390.701986523,2731.882751092365441875
dymvaloper1symf474wnypes2d3mecllqk6l26rwz8masyuth,BlockHunters 🎯,9890017.353430275,1580.844060585536492009
dymvaloper1jpvku8u4al5kx4zm3hqm9j9faw3qhx6ss4ueq9,NodeStake,6871399.506607337,997.052838929965685896
dymvaloper1ulez27lxpfrpnfqdtgjxgdhr6fz42mgppq8rzv,PRYZM | StakeDrop,6517734.386200794,1029.950668331329573869
dymvaloper1vsef0kw7ng03w5evv6s3wzcf2nce85zccj44r4,Node.Monster,5693146.743676634,2275.561298738278030950
dymvaloper1pnt0h7q2htmmxprdxgwx9qkatv8slydc2gekpg,polkachu.com,5435809.584369885,1436.000000000000000724
