operator,name,totalStake,reward
dymvaloper1qm9jk0wekq2tnrzcmxmkx7w7plfj9a4a244p8t,💎🤲,36371131.92254289,37256.030394952366706366
dymvaloper1nd3qxp7xec90n9exr4ua3v26r940pl9n80mvfd,Big Brain Staking,36022437.072138906,15183.350937479540042216
dymvaloper1rd4099mt9e2kq0nces9maljqyva97wpuu6ppkr,Astral Nodes,35060477.56708086,27559.058367729364651112
dymvaloper1zetpjpuf9sd8mjtmajrrnjl5hnfagqv07ctzn6,Maxtake,31510125.04200146,422382.000000000000034457
dymvaloper18kzrg5azahrspkyr9jym3gcqkmkl8shapjwy06,Decentrio,28178563.116073843,5896.000000000000004284
dymvaloper1ndvrerl6q8ttg2932ps4jqj56akjrc3zd7f7qp,Hex Technologies,25511352.60517479,12906.942794249658587693
dymvaloper147x6wpqs9gm7zdhm5kv86sz69040764nrywad6,Fault Tolerance,22507695.060350873,11578.683924265993615624
dymvaloper1eq8un3tcrhd85s39jlc734epqc2euzvzewuzg3,BwareLabs,20341697.679429483,6326.989744241122856990
dymvaloper1t4fq50edupaeqfdx3lqu23panqmuf0mmq768zs,Twinstake,15720038.217752239,6583.337096079882059174
dymvaloper1fz6gwt0hug8hj5j74sf3vtj2vnjuzunk59ac6w,Cumulo,15519374.903042307,3718.085326067012624228
dymvaloper1ls3yrfn5te2gcc3mxcj5xpg07cfh6r3qn076vu,Cosmostaking,15015599.74716098,3406.467355037556014136
dymvaloper1tdwdzhyxqd9mdnywfh6sc3dl3926rvnuqq98fh,alphab.ai,12645051.289989138,7087.081935894963022965
dymvaloper1vr9j6wn93malnqp8kz5d8660sjpjktdsdmh5ug,Cosmostation,11969795.446603058,4488.000000000000002471
dymvaloper1ufh97qcc4ksupz07gzqdha72j3fwc5l27zhlv0,LuckyResearch.org,10797660.143065432,6608.161160526884425323
dymvaloper1taava3hdv33ps7es7yvwjx7x08lzz3s2mqfp6v,𝐥𝐞𝐬𝐧𝐢𝐤 | 𝐔𝐓𝐒𝐀,10772110.441629076,6608.247740938033021439
dymvaloper17uy3qg4upadxzd5q6ztcmcncm3n7hdtm8yrgrc,Blockscope.net,10555485.112944886,6603.895774521388558759
dymvaloper1rnxezglxwhppgdh7n8yk5tcuenqqenvrxyhyue,Validatrium.com,10451007.048531728,5053.639955890088818506
dymvaloper1edyh6h0d8kyyv2lkgsdmxuf8qjv42lqf0zwpyc,Luganodes,10431918.195135862,7672.653525283139446635
dymvaloper1f33a6vpcfdrg0cukwn89sd2mjkztaf7et0tnu0,Wetez,10357532.243199646,6581.714374379052035976
dymvaloper16vz54egcjh7du0wq04yssk6gzlefu6yw230gg6,MZONDER,10154939.728260132,2011.358068447413711248
dymvaloper10yu9ul3v8gqntv9h3z3nl09qs8dcguesfvar8a,Silk Nodes,10027185.218283838,9170.423046672888482153
dymvaloper1symf474wnypes2d3mecllqk6l26rwz8masyuth,BlockHunters 🎯,9898235.69069444,2627.209782418450530980
dymvaloper1ulez27lxpfrpnfqdtgjxgdhr6fz42mgppq8rzv,PRYZM | StakeDrop,7238415.599391017,1604.900415174360324381
dymvaloper1jpvku8u4al5kx4zm3hqm9j9faw3qhx6ss4ueq9,NodeStake,6964664.470221511,2260.280437422749287152
dymvaloper1vsef0kw7ng03w5evv6s3wzcf2nce85zccj44r4,Node.Monster,5697439.010703823,3948.781946026848740152
dymvaloper1pnt0h7q2htmmxprdxgwx9qkatv8slydc2gekpg,polkachu.com,5119658.498705799,1856.113159734903431206
dymvaloper1m6qqexve6afkr8v25895ccjegc0k2zeladeyhh,Encode Club,4753122.699011728,6387.000000000000000979
dymvaloper1ema6flggqeakw3795cawttxfjspa48l4x0e2mh,Chorus One,4411098.224079255,3192.000000000000000905
dymvaloper127eg9tu95jqvphdz287qu00wcteqqj4h70eh8f,Range,4009365.7814202956,5712.674049639678460749
dymvaloper1zx4p8utcjlzj2xuksxnvcj4r3cvdu2cxaqyn60,Enigma,3928209.437362252,1384.616460750172230837
dymvaloper1s994z2zh3w5erccv38k0h962avesgcfznrxkfs,Nocturnal Labs,3308177.359144436,1462.267428236477790455
dymvaloper1h7222cz3y7hh9u9fym73a6xqw6keggkwgsq39a,KudasaiJP,3269401.0290145082,692.512819248328812939
dymvaloper15ck9au82yp6rz36gvfnx3w5zpgspguttuvw5z8,Keplr,3259345.4910867284,1238.635322072418528775
dymvaloper1swmv950astgu5k2j6jdkshhflqpq6yjfexed0y,ValiDAO,2856101.2075153505,1386.676303691573454215
dymvaloper17kmuknu4f3sqfhqtzpx0znnz3nuh5slwcqz6cg,P2P.ORG,2740807.9076793147,711.098368629902772859
dymvaloper10xs07qjkgv94rh6mhm6jppfeq79xf2j83ltw00,Samanvay,2529228.816831203,640.515340720618721896
dymvaloper1l6j00uq22yf09yxju8mkx4c2kk7a6h42w6sc8t,Swiss Staking,2250514.935442554,477.930242786144624189
dymvaloper1t7fxprq2m4p39u66knge4t6ftw3c8vqremwuuy,P-OPS Team,2218432.6826169323,5702.000000000000000417
dymvaloper1skc8aut895jvg4hdxx7q89sus5x63ede6erjkj,NacionCrypto - Parceros,2068200.9081603293,6379.000000000000000420
dymvaloper1vmzs5lq0kanz96nmr86d05kx4y3nrhsshn6lqa,Stakecito,2064676.1189332425,3841.773052915311588901
dymvaloper1vtf9ytvqg8k7n3hx7rt7fezktg7przxmeduldc,AVIAONE.com 🟢,1976624.5865326868,368.766440226832016922
dymvaloper1yhzdxg49u0ce2e8pkagf6vlz6j3uhr8vdapfs0,Imperator.co,1920188.1554961172,1871.000000000000000415
dymvaloper15un289g5slwzt77cpww53454lthfalpm3gsap0,Inter Blockchain Services,1760948.3848794731,374.414549067396529272
dymvaloper192a6ttzqxu9hcmm6lh6nrv9jx7am27j9q7cyau,✅ CryptoCrew Validators,1719756.6985903503,426.000000000000000320
dymvaloper1p7yzq8ltesa785yhq227urqcmfthvujy9v0srz,Forbole,1507724.2603204902,378.173053409774882258
dymvaloper1en26ajexy4zvm6gpvfpyukuvvzmes20nvjzzpe,BinanceNode,1402373.5510521503,355.170285773362586749
dymvaloper12qeeprgtt42ujha56pp4kcnv0hpfy0kgvzwqef,Qubelabs,1375130.8327158159,310.065526440114170898
dymvaloper14zatq4jagqtm9ejgvglnv0t364d88u80h99m64,Frens (🤝 🤝),1244982.572832154,369.468923486512622220
dymvaloper1sadsshcnm9xxln6g6wewhxfh7tj6mhdyvrfpnu,HoodRun,1240995.2536120599,504.603285347978641890
dymvaloper140l6y2gp3gxvay6qtn70re7z2s0gn57za0rqa4, Lavender.Five Nodes 🐝,1238146.3211194442,386.000000000000000269
dymvaloper1lsjs7pwll7pqm40namkyx3e5qdwg0v0swrshud,POSTHUMAN | StakeDrop,1032486.5407894575,237.359711277731857262
dymvaloper1gd3n56lfg5nc7fgzsk7elzyl8d4nk8cuy4kprg,NIM NETWORK,1021926.5947588827,1162.415327716286619628
dymvaloper1np8k8qumgekmj75pjz5rcqf483v9rlfxhjfnaq,silent,1012157.551698674,722.000000000000000201
dymvaloper1xlnlh2uxsg3wl0skudqeeykkh4ku69jeaw6n9l,Rues,968586.8327458092,189.000000000000000179
dymvaloper128sljm393cl62zwttfdkm65pkaz56gt0zf79sp,Pro-Nodes75,963742.0318721358,186.421647140811998494
dymvaloper15yh22qgvswsa4hg7k3ga8759m5s56a8mur5lls,Staked,862818.6332359526,174.361016081605218715
dymvaloper1tvn903vynfslcfy5jvwt2n667vunx4y8qxrsf5,Bro_n_Bro,841492.9757168762,191.450724283148861388
dymvaloper16ltrfvx4d707vnmg7saaduedr647rcmj3gxsyt, kjnodes.com 🦄,693762.3576249366,162.058487920961519624
dymvaloper18mg35pdmzv52ukqznfetatj0v9p94w9smnp9yd,PathrockNetwork,649514.7581348247,428.000000000000000147
dymvaloper1pex4h49yyp6ypcaffjw54kqdfh68valv7ljpgu,NakoTurk,609544.1116399505,1147.861185379907783755
dymvaloper1hpxp6c4vqnmcuyea437cxndnz0k8y6ag3cxsua,HFA X Defi Dojo,591508.2522992931,781.381995500850928345
dymvaloper1ycsjsqqucdyvl2560y7y2yhfjaj0vvta4v7hm3,01node,582302.2794860846,1808.000000000000000129
dymvaloper1amxp0k0hg4edrxg85v07t9ka2tfuhamhldgf8e,🔥STAVR🔥 REStake ON✅,548385.6921137006,115.818663424660118786
dymvaloper1kve2h033l0076emw2agvj4z5d2c7f98809mclz,Brightlystake,537497.7681319457,3146.000000000000000131
dymvaloper1ptqatglfxu7c9nnu30fr4v0j9k3h35sd2zh7nd,Meria,536832.0451933059,268.120213903564302095
dymvaloper1thw8t8skc07sj5fyh9ggw4qachft6h8p9h4qwv,Huginn,530634.4224877153,163.606288291440442010
dymvaloper1vgptdq22lpjcdeh9a5fp29uzf3xuw93kl2pa3c,StingRay,519846.8476950013,138.406546553082279319
dymvaloper1ta56hcqaxj55wu8emarnw090gk5uq4366uz572,[NODERS],515237.9681897524,163.000000000000000105
dymvaloper16eu7dmkxrtq5207tyudx8agnlu8k5qua7vqs4y,Active Nodes,511409.21225866367,201.000000000000000109
dymvaloper1th3wvhwjm9nn46a735gv37508hua8p9ekkz7f8,BoJack,511390.8481912474,184.547326703156288344
dymvaloper1d6frzdlgq8tq5hsmpty7hcnl0jf9q3pjcgz2t6,AgoraNodes,510241.25287294266,677.000000000000000105
dymvaloper1fy8uv0aqr7t5uvhdus9qhg5myepagvrk7sct9x,Smart Stake 📈📊,500985.33840373607,93.163453496375194513
dymvaloper1c8c8a7en2qffh83mqw0t2fq7ey7ln5l765qmhd,AutoStake 🛡️ Slash Protected,484588.4875148898,155.599040486231629265
dymvaloper14dma5d4fyk4jpyqnq3gu3u3amyqczn0jzfrws2,Allnodes,468622.253080381,152.000000000000000098
dymvaloper1xt4rtmvqq3pavwjqdgxh74ppczfj2h084rj58s,Coinstamp,418396.59607380815,399.955989984026742653
dymvaloper1fg7n4w7ffg7vdn5kuaesfkpsg69dyjkgeutq3y,Crosnest,403607.259491578,164.000000000000000086
dymvaloper14hgapjkvp53fvpsu8exfe4c76z7wje6kkej429,kooltek68,401251.91819991404,340.295737173257811245
dymvaloper17r0cp9zrtkvzlz7a2r09gmdxwqfyje98tnj5qa,Kahuna,400616.9006211523,476.000000000000000084
dymvaloper19w9y9sj2h87n35jdeclhgpujyh4wr7pkgtrymh,Staking4All,396351.05792019365,811.000000000000000117
dymvaloper12dcwljddj8u4402lt08quyxvh6vh7aj5umujct,Lefey,380184.387105661,85.846790949623050189
dymvaloper1p3rmldcg8tpk26p67zv6z7u56yhtl2zsyfj8mx,Kalia Network,378619.62528834713,245.000000000000000088
dymvaloper127chaf96mtdz33aqqnqmgnxtuas9d78pdalr5j,CroutonDigital,353466.7911094315,293.512790914447429095
dymvaloper1z8dewhura5yswqevj6733yaae0v0lhgp4uh7nq,Nodes.Guru,333809.52506484,162.000000000000000083
dymvaloper1dq745p6w7juw6s8xwh8xethfxwxn9uv0efu3cr,deNodes,327314.47406101046,68.199170564080114288
dymvaloper1n7g5mymqankqqvdt6nc9qt89vrjs899kunflht,HashKey Cloud,304829.4168486162,174.000000000000000140
dymvaloper1hzcvcjmxts85rgk426x55czmscnzamdldr62h3,AndromedaPool,299934.37199133716,291.000000000000000083
dymvaloper1pncst8xyy86956pgjejk4yfnn7ls89dzhkmw5f,Jaha,288345.64415763953,588.805421832048212879
dymvaloper1cxgzx0e4w2ryalgtee2yfqwppg4xgfdy63p4h0,NODEJUMPER,284923.53360411286,417.000000000000000071
dymvaloper158jtup3hqzyhm4mvl85m4wswkjwg4nft6s3j52,owlstake,282247,48.000000000000000048
dymvaloper1t69jjaa75suk35eda0fd2zjpqkr6qq4jjl87pq,jayjay,280723.0364889478,103.599266042669378059
dymvaloper139fgwkjyxz8056mqrf3gqfm39wenkvv4z0sah2,BloClick,275862.78508788685,505.000000000000000060
dymvaloper18sz4e4ahphh9mjj62gug20h2ka0g5e5pajcmz9,⭐️ PPNV Service ⭐️,267954.9552780772,129.573361196196785245
dymvaloper1c6fykjedylh76ual2eymhdf0elqthmgke6lx2p,Wave,264860.8667055562,166.000000000000000091
dymvaloper1her95p3up7kf4eqprd0hmdn8w860w87qkecmmm,Kynraze,263353.3982781144,64.000000000000000064
dymvaloper1ywytnstry8v5ltd5z403edqplguejs7mqpe52l,Provalidator,243837.7889438261,280.405226014934235870
dymvaloper1qlurl7qwvv8whj46h29pzej0ymqn7ts0ct7459,StakeUp,242484.22511403775,46.000000000000000046
dymvaloper1rfvyaaz3vudpsgjn6rtrjh85t0fjrggxr32nce,Stake&Relax 🦥,226542.733362256,188.565028949958146672
dymvaloper1dg73hcnt00uhsuffakkjyth8qz2un40486h92f,1ce,217624.62826623666,154.000000000000000051
dymvaloper1u9xeaqdjz3kky2ymdhdsn0ra5uy9tc3ezrzymt,Kiln,200065,37.000000000000000037
dymvaloper1j9srl2kx3g7jkzd9zdekp48nha8zvlj46ac0vc,Restake,191751.50221750603,386.317716215188384634
dymvaloper19ht2v27n4uw37x3jp8pdkwccs26l8zxfe0tjwp,SECARD,186523.0697587635,527.994820860473114631
dymvaloper1e34nfdhhk7t5lh37shj4fymrhne9hs5mcth3h8,F5 Nodes,173420.051,37.000000000000000033
dymvaloper17pnxdyj9th042zfk9ehxwk5hn3hxz2frvysm3k,ContributionDAO,167675.61207819163,294.000000000000000047
dymvaloper1h6tsxct5wy62d5yvaenkysywrz42thp3nma052,Moonlet,159951.09302727666,2267.000000000000000054
